Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
06/21/2021,25,MP,0,53001,227,0,28255,103,Report,0,227,0,25105,128
06/21/2021,25,CT,10639,4320717,13660,4154,2357374,4654,Report,10639,13660,6886,2104399,9528
06/21/2021,25,AS,234,46267,135,121,25458,78,Admin,234,136,147,20934,68
06/21/2021,25,DE,4657,1010503,3422,1698,570137,1134,Report,4657,3422,2920,467071,2350
06/21/2021,25,MD,11621,6877700,17206,6246,3714329,6174,Admin,11621,17207,5856,3355885,11552
06/21/2021,25,KY,8269,3910764,12899,3495,2163635,4640,Report,8269,12899,5143,1885399,8786
06/20/2021,25,ID,437,1330194,2085,184,705985,871,Admin,437,2086,261,642829,1430
06/20/2021,25,IL,11227,13239067,30518,5382,7479349,13611,Admin,11227,30519,6373,5786459,18005
06/20/2021,25,TN,12775,5152810,21269,5418,2850282,7388,Report,12775,21269,7242,2352361,13927
06/20/2021,25,OR,13703,4432588,18137,4667,2419284,5709,Report,13703,18137,9337,2169285,13181
06/20/2021,25,UT,35,2759064,12229,14,1533060,4790,Report,35,12229,64,1150515,7812
06/20/2021,25,WI,2656,5929206,10275,1040,3136165,3657,Admin,2656,10276,1731,2913066,7166
06/20/2021,25,DE,41,1005846,3347,27,568439,1078,Report,41,3347,78,464151,2344
06/20/2021,25,GU,1,180940,1243,0,98643,429,Report,1,1243,1,85080,842
06/20/2021,25,AS,0,45025,144,0,24758,84,Report,0,144,0,20419,70
06/20/2021,25,LA,1955,3398379,6668,878,1834377,2903,Admin,1955,6668,1144,1668376,4202
06/20/2021,25,VT,249,839578,1430,128,463342,459,Admin,249,1431,151,412620,1091
06/20/2021,25,AS,0,46033,139,0,25337,80,Admin,0,140,0,20787,68
06/20/2021,25,ME,365,1582708,4547,154,876607,1309,Report,365,4547,276,804482,3478
06/20/2021,25,LA,7085,3272827,11372,2944,1779590,4123,Report,7085,11372,4313,1567966,7836
06/20/2021,25,FL,118109,20477347,108407,53706,11455218,41222,Report,118109,108407,71497,9469609,74180
06/20/2021,25,MO,10699,5009230,24493,4855,2756302,7014,Report,10699,24493,6205,2335502,18197
06/20/2021,25,NM,958,2392220,6570,415,1304775,3104,Admin,958,6570,614,1139623,4695
06/20/2021,25,LTC,15,7871612,1259,2,4648651,834,Admin,15,1260,13,3186555,746
06/20/2021,25,RP,0,24408,4,0,13734,4,Admin,0,4,0,12436,4
06/20/2021,25,IL,25397,12573511,55532,10841,7301706,21971,Report,25397,55532,15168,5605042,36138
06/20/2021,25,OK,6532,3192902,23222,2548,1773122,9499,Report,6532,23222,4196,1474213,14056
06/20/2021,25,VA,23621,9025335,35602,8899,4950029,11599,Report,23621,35602,15195,4286578,24463
06/20/2021,25,MT,248,946593,1337,131,511512,587,Admin,248,1338,139,458633,868
06/20/2021,25,MP,42,53001,227,18,28255,103,Report,42,227,25,25105,128
06/20/2021,25,NE,58,1785263,3629,23,962049,1138,Report,58,3629,99,873445,2567
06/20/2021,25,NE,1293,1863202,3403,449,989662,1194,Admin,1293,3403,868,912524,2286
06/20/2021,25,MI,98,9239419,28606,54,4954488,9058,Report,98,28606,354,4577805,20404
06/20/2021,25,AR,5590,2185888,5997,2475,1238912,2468,Report,5590,5997,3518,1004791,3821
06/20/2021,25,WV,761,1455493,3186,304,810557,1289,Admin,761,3187,486,678999,2040
06/20/2021,25,HI,272,1678543,2972,115,979133,987,Admin,272,2972,181,722945,2124
06/20/2021,25,AZ,5739,6946398,15316,2258,3740170,6081,Admin,5739,15317,3660,3192928,9910
06/20/2021,25,ND,1057,634945,1110,471,347646,482,Report,1057,1110,678,291387,712
06/20/2021,25,FM,216,48407,313,110,28310,223,Report,216,313,159,23801,221
06/20/2021,25,SC,3440,4158512,9147,1533,2277762,3879,Admin,3440,9148,2117,1977881,5824
06/20/2021,25,VA,8652,9266807,24122,3331,5041158,8124,Admin,8652,24122,5594,4427370,16631
06/20/2021,25,MD,7515,6866079,18208,2742,3708083,6215,Admin,7515,18208,5099,3350029,12526
06/20/2021,25,AL,6920,3282193,23935,3920,1857660,14523,Report,6920,23935,3311,1562192,10192
06/20/2021,25,NY,24483,21741056,57909,9153,11658938,21619,Admin,24483,57909,16589,10482496,39383
06/20/2021,25,FL,29048,21011121,56259,13931,11592061,25162,Admin,29048,56259,17724,9898241,35774
06/20/2021,25,ND,35,637067,918,21,348119,404,Admin,35,919,22,308370,599
06/20/2021,25,NC,23111,8524586,20566,10806,4712795,5926,Report,23111,20566,14480,4050561,15846
06/20/2021,25,AZ,15702,6347146,20684,7314,3613172,9078,Report,15702,20684,8960,2839049,12126
06/20/2021,25,MA,18082,8656159,28091,6112,4787235,9356,Report,18082,28091,12855,4118721,19754
06/20/2021,25,MN,12733,5745097,17757,4049,3156624,5274,Report,12733,17757,9100,2830678,13036
06/20/2021,25,TX,90690,25000644,114693,33841,14063452,47252,Report,90690,114693,60839,11499285,70806
06/20/2021,25,FM,82,49596,236,43,29216,172,Admin,82,237,40,24475,162
06/20/2021,25,PR,1333,3906508,10623,443,2139923,4060,Admin,1333,10623,935,1846785,6837
06/20/2021,25,CA,32069,42796017,106420,13997,24360103,45731,Admin,32069,106421,19288,19655784,66606
06/20/2021,25,SC,9853,4027578,12152,4380,2221268,5017,Report,9853,12152,6187,1898364,7679
06/20/2021,25,MP,39,53556,245,27,28507,111,Admin,39,246,12,25386,138
06/20/2021,25,KS,1248,2572355,4428,501,1421525,1804,Admin,1248,4428,772,1211553,2850
06/20/2021,25,NV,2937,2746334,6857,1363,1530484,2806,Admin,2937,6858,1820,1289282,4659
06/20/2021,25,WY,117,433095,674,51,234812,296,Admin,117,674,71,206152,427
06/20/2021,25,NH,525,1497597,3939,237,818832,1007,Report,525,3939,325,743737,3023
06/20/2021,25,DC,1817,843066,4068,860,470882,1817,Report,1817,4068,812,357234,2185
06/20/2021,25,NH,950,1554681,2977,325,830841,751,Admin,950,2978,604,742991,2087
06/20/2021,25,PA,37838,13609746,48823,16308,7898628,19983,Report,37838,48823,22482,6195723,30693
06/20/2021,25,NV,6200,2682974,9447,2504,1502351,3686,Report,6200,9447,4144,1243592,6439
06/20/2021,25,AR,1132,2263756,4407,564,1275085,1931,Admin,1132,4407,644,1041815,2719
06/20/2021,25,NJ,11074,9796002,27491,3854,5379599,9973,Admin,11074,27491,7467,4746719,18572
06/20/2021,25,KY,8237,3902495,16146,3320,2160140,5647,Report,8237,16146,5350,1880256,11180
06/20/2021,25,SD,206,805667,1246,91,438226,562,Report,206,1246,156,393403,768
06/20/2021,25,RI,1079,1277284,2990,373,691029,962,Admin,1079,2991,712,628873,2083
06/20/2021,25,WI,10667,5774587,17479,3782,3106556,5258,Report,10667,17479,7536,2784679,11877
06/20/2021,25,IN,12702,5473543,22563,5051,2966459,7331,Report,12702,22563,8012,2622402,15716
06/20/2021,25,US,848611,317966408,1234838,351149,177088290,463972,Report,848611,1234838,542482,149667646,820917
06/20/2021,25,VI,17,77256,180,15,42555,90,Admin,17,181,5,35412,98
06/20/2021,25,UT,1530,2830154,7165,675,1585869,2769,Admin,1530,7165,910,1357822,4683
06/20/2021,25,AL,6920,3282193,23935,3920,1857660,14523,Report,6920,23935,3311,1562192,10192
06/20/2021,25,US,271704,328933252,775468,112196,181069900,304882,Admin,271704,775469,172165,155887246,509560
06/20/2021,25,WA,27440,8334774,37586,10505,4574080,13089,Report,27440,37586,18230,4013928,26117
06/20/2021,25,OH,6949,10626839,21120,2278,5674580,6651,Admin,6949,21120,4844,5263123,15388
06/20/2021,25,CT,8394,4310078,14105,3422,2353220,4654,Report,8394,14105,5405,2097513,9964
06/20/2021,25,MS,34,1861491,5434,15,1054152,2280,Report,34,5434,121,859040,3358
06/20/2021,25,CO,5837,6180669,14534,2255,3335857,4990,Admin,5837,14534,3773,2979948,10019
06/20/2021,25,OH,23016,10489819,33431,7531,5643551,10203,Report,23016,33431,15899,5090676,23967
06/20/2021,25,ID,2212,1300774,4091,873,695316,1366,Report,2212,4091,1523,629311,3114
06/20/2021,25,NC,7450,9216014,19749,3173,5129032,8146,Admin,7450,19749,4549,4399869,12534
06/20/2021,25,OK,2012,3261957,5883,807,1800365,2565,Admin,2012,5884,1260,1537765,3534
06/20/2021,25,WV,3433,1379809,2773,1558,763159,1072,Report,3433,2773,1989,648731,1955
06/20/2021,25,IA,1608,3027347,5375,653,1618728,1887,Admin,1608,5376,1050,1511042,3815
06/20/2021,25,WA,6115,8574418,23359,2570,4651225,8503,Admin,6115,23359,3905,4147101,16062
06/20/2021,25,KY,2651,3979306,8800,1145,2184162,3487,Admin,2651,8801,1634,1925960,5832
06/20/2021,25,DC,478,881051,1579,228,483677,721,Admin,478,1579,293,413911,912
06/20/2021,25,GA,8247,8404298,20663,3476,4569154,9231,Admin,8247,20663,4975,3862094,12111
06/20/2021,25,KS,4788,2438328,5763,1886,1357910,2206,Report,4788,5763,3202,1192002,4089
06/20/2021,25,TX,28799,25563666,68223,11172,14240276,27299,Admin,28799,68224,19105,12201161,44347
06/20/2021,25,WY,66,413112,716,44,228716,331,Report,66,716,61,194293,461
06/20/2021,25,CA,132489,41478634,153785,59645,23718831,62880,Report,132489,153785,80408,19010750,98169
06/20/2021,25,UT,35,2759064,12229,14,1533060,4790,Report,35,12229,64,1150515,7812
06/20/2021,25,GA,1031,8100191,23262,225,4455810,9643,Report,1031,23262,1285,3696165,14648
06/20/2021,25,VI,1,75955,217,0,41975,103,Report,1,217,2,33883,124
06/20/2021,25,RP,0,24408,5,0,13734,5,Report,0,5,0,12523,5
06/20/2021,25,GU,38,188471,715,22,100996,265,Admin,38,715,35,89169,484
06/20/2021,25,TN,3767,5483358,10768,1356,2946618,3895,Admin,3767,10768,2482,2591028,7170
06/20/2021,25,CT,3500,4397103,9076,1345,2381622,3322,Admin,3500,9077,2339,2154614,6208
06/20/2021,25,MA,18082,8656159,28091,6112,4787235,9356,Report,18082,28091,12855,4118721,19754
06/20/2021,25,SD,322,816386,1279,152,443013,609,Admin,322,1280,200,397154,760
06/20/2021,25,ME,1017,1619008,3232,351,887034,1024,Admin,1017,3233,712,822689,2410
06/20/2021,25,HI,3710,1661228,5066,1261,975605,1809,Report,3710,5066,2570,720371,3571
06/20/2021,25,MD,177,6659746,27286,56,3635153,9414,Report,177,27286,542,3250388,18598
06/20/2021,25,IN,3616,5765288,13005,1601,3037413,4899,Admin,3616,13005,2158,2824154,8650
06/20/2021,25,AK,361,679780,1266,225,368181,545,Admin,361,1267,210,324902,834
06/20/2021,25,MO,3411,5111279,9669,1450,2792130,3959,Admin,3411,9670,2024,2451296,6167
06/20/2021,25,MT,1469,920638,2355,661,504303,905,Report,1469,2355,893,444216,1568
06/20/2021,25,IA,6257,2988914,7889,2205,1605969,2558,Report,6257,7889,4432,1481879,5737
06/20/2021,25,RI,30,1244118,3836,10,679231,1261,Report,30,3836,103,602530,2640
06/20/2021,25,AL,2387,3368615,7681,1444,1891966,3570,Admin,2387,7682,1011,1569439,4465
06/20/2021,25,AK,1053,639941,1284,505,353382,583,Report,1053,1284,650,305195,823
06/20/2021,25,MA,8555,8777276,19024,2861,4821777,6278,Admin,8555,19024,5956,4205597,13408
06/20/2021,25,NJ,38033,9875233,36258,15007,5503297,12269,Report,38033,36258,24111,4837405,24696
06/20/2021,25,MI,5094,9470411,18417,1988,5016674,6331,Admin,5094,18417,3242,4595431,12649
06/20/2021,25,MS,978,2029989,3934,422,1085266,1687,Admin,978,3934,577,972813,2373
06/20/2021,25,OR,2853,4556011,11731,1319,2458835,3906,Admin,2853,11731,1750,2240343,8504
06/20/2021,25,MH,594,32470,224,353,17749,128,Report,594,224,329,15329,136
06/20/2021,25,CA,132489,41478634,153785,59645,23718831,62880,Report,132489,153785,80408,19010750,98169
06/20/2021,25,PR,13986,3029584,18629,5912,1756971,8089,Report,13986,18629,8786,1373944,11308
06/20/2021,25,CO,17374,6037353,22329,6012,3292235,7448,Report,17374,22329,11645,2885479,15354
06/20/2021,25,NY,60269,21211927,84205,23088,11486804,30287,Report,60269,84205,40872,10122006,57050
06/20/2021,25,MH,2,33698,107,0,18667,77,Admin,2,107,2,15867,75
06/20/2021,25,PA,8031,14223951,31002,3689,8196227,12198,Admin,8031,31003,4754,6482818,20182
06/20/2021,25,MN,2751,5872750,11297,1035,3197411,3619,Admin,2751,11297,1819,2903016,8159
06/20/2021,25,DE,709,1038632,2442,260,577173,848,Admin,709,2443,472,497413,1687
06/20/2021,25,LTC,573,7874057,1484,333,4643523,-38431,Report,573,1484,0,0,0
06/20/2021,25,VT,2318,838245,3273,763,466334,852,Report,2318,3273,1655,400190,2584
06/20/2021,25,NM,14129,2292176,9858,7189,1258133,4521,Report,14129,9858,10035,1097878,6734
06/19/2021,24,ND,110,637032,919,68,348098,405,Admin,110,919,62,308348,599
06/19/2021,24,CO,12204,6174832,15052,3865,3333602,5024,Admin,12204,15052,8680,2976175,10519
06/19/2021,24,MH,156,33696,106,148,18667,77,Admin,156,107,150,15865,75
06/19/2021,24,DE,1600,1037923,2509,588,576913,842,Admin,1600,2510,1078,496941,1760
06/19/2021,24,FM,66,49514,233,61,29173,174,Admin,66,233,4,24435,159
06/19/2021,24,RI,3021,1244088,5035,1183,679221,1620,Report,3021,5035,1885,602427,3442
06/19/2021,24,FL,82868,20359238,104335,37248,11401512,39403,Report,82868,104335,49338,9398112,71536
06/19/2021,24,TX,53258,25534867,69385,21392,14229104,27655,Admin,53258,69386,34454,12182056,45253
06/19/2021,24,CO,27564,6019979,23132,9982,3286223,7763,Report,27564,23132,18036,2873834,15786
06/19/2021,24,PR,19986,3015598,18900,8995,1751059,8035,Report,19986,18900,11618,1365158,11601
06/19/2021,24,UT,88,2759029,12237,34,1533046,4793,Report,88,12237,148,1150451,7823
06/19/2021,24,AL,4110,3366228,7797,2468,1890522,3494,Admin,4110,7797,1764,1568428,4659
06/19/2021,24,WY,330,432978,674,121,234761,298,Admin,330,674,206,206081,425
06/19/2021,24,MP,465,53517,244,196,28480,111,Admin,465,244,271,25374,137
06/19/2021,24,RP,0,24408,4,0,13734,4,Admin,0,4,0,12436,4
06/19/2021,24,GA,14542,8396051,20933,7444,4565678,9314,Admin,14542,20934,7558,3857119,12313
06/19/2021,24,LTC,27,7871597,1264,13,4648649,835,Admin,27,1264,14,3186542,749
06/19/2021,24,MO,6237,5107868,9848,2750,2790680,3913,Admin,6237,9848,3681,2449272,6401
06/19/2021,24,VA,19988,9258155,24510,6776,5037827,8097,Admin,19988,24511,13832,4421776,17063
06/19/2021,24,DE,4601,1005805,3937,1542,568412,1276,Report,4601,3937,3126,464073,2733
06/19/2021,24,PA,36469,13571908,51374,14691,7882320,20730,Report,36469,51374,23765,6173241,32603
06/19/2021,24,NE,127,1785205,4580,64,962026,1451,Report,127,4580,142,873346,3206
06/19/2021,24,ID,1226,1329757,2115,507,705801,874,Admin,1226,2115,800,642568,1460
06/19/2021,24,GU,3821,180939,1645,1448,98643,623,Report,3821,1645,2490,85079,1068
06/19/2021,24,AR,6593,2180298,6170,2870,1236437,2515,Report,6593,6170,3967,1001273,3944
06/19/2021,24,NV,9017,2676774,9827,3834,1499847,3963,Report,9017,9827,5928,1239448,6579
06/19/2021,24,HI,2790,1678271,3031,1054,979018,1002,Admin,2790,3032,1840,722764,2168
06/19/2021,24,NY,46036,21716573,59386,17546,11649785,21678,Admin,46036,59386,30887,10465907,40895
06/19/2021,24,FM,0,48191,282,0,28200,207,Report,0,282,0,23642,199
06/19/2021,24,UT,5044,2828624,7195,2048,1585194,2729,Admin,5044,7195,3274,1356912,4752
06/19/2021,24,MI,53543,9239321,34913,18641,4954434,11146,Report,53543,34913,36472,4577451,24695
06/19/2021,24,AS,281,46033,142,159,25337,81,Admin,281,142,136,20787,70
06/19/2021,24,VT,655,839329,1541,313,463214,480,Admin,655,1541,424,412469,1191
06/19/2021,24,NC,20986,8501475,20611,9436,4701989,5672,Report,20986,20611,13627,4036081,16025
06/19/2021,24,OK,3486,3259945,5956,1611,1799558,2554,Admin,3486,5957,1971,1536505,3620
06/19/2021,24,AZ,20315,6331444,21193,9855,3605858,9216,Report,20315,21193,10760,2830089,12473
06/19/2021,24,ME,5220,1582343,5514,1964,876453,1561,Report,5220,5514,3592,804206,4203
06/19/2021,24,MA,26059,8638077,29618,9797,4781123,9720,Report,26059,29618,17098,4105866,20972
06/19/2021,24,OH,28097,10466803,34685,10529,5636020,10744,Report,28097,34685,18386,5074777,24768
06/19/2021,24,FL,46703,20982073,57656,22064,11578130,25100,Admin,46703,57657,28790,9880517,37398
06/19/2021,24,AS,0,45025,188,0,24758,108,Report,0,188,0,20419,94
06/19/2021,24,VT,3023,835927,3722,1032,465571,920,Report,3023,3722,2254,398535,2978
06/19/2021,24,WI,6220,5926550,10478,2402,3135125,3643,Admin,6220,10479,4197,2911335,7387
06/19/2021,24,MO,8314,4998531,25181,3950,2751447,7249,Report,8314,25181,5109,2329297,18689
06/19/2021,24,NC,12084,9208564,20061,5348,5125859,8116,Admin,12084,20062,7304,4395320,12899
06/19/2021,24,HI,3627,1657518,4567,1403,974344,1645,Report,3627,4567,2498,717801,3230
06/19/2021,24,KY,13520,3894258,17370,5282,2156820,6080,Report,13520,17370,8730,1874906,11990
06/19/2021,24,GA,957,8099160,23296,431,4455585,9660,Report,957,23296,1100,3694880,14670
06/19/2021,24,MD,19558,6659569,33716,7296,3635097,11488,Report,19558,33716,13127,3249846,22955
06/19/2021,24,MA,14881,8768721,19614,4931,4818916,6290,Admin,14881,19614,10471,4199641,14009
06/19/2021,24,CA,78842,42763948,108252,34485,24346106,45753,Admin,78842,108252,47899,19636496,68515
06/19/2021,24,IN,9511,5761672,13116,3829,3035812,4865,Admin,9511,13116,6028,2821996,8800
06/19/2021,24,AL,20943,3275273,24302,10162,1853740,14594,Report,20943,24302,11898,1558881,10539
06/19/2021,24,MP,185,52959,262,108,28237,114,Report,185,262,80,25080,153
06/19/2021,24,CA,156268,41346145,158526,73999,23659186,63304,Report,156268,158526,89788,18930342,102090
06/19/2021,24,MT,576,946345,1334,318,511381,577,Admin,576,1334,330,458494,872
06/19/2021,24,VI,204,75954,267,107,41975,125,Report,204,267,97,33881,153
06/19/2021,24,MA,26059,8638077,29618,9797,4781123,9720,Report,26059,29618,17098,4105866,20972
06/19/2021,24,ND,1546,633888,1182,654,347175,501,Report,1546,1182,1016,290709,761
06/19/2021,24,KY,5514,3976655,9003,2118,2183017,3467,Admin,5514,9003,3592,1924326,6051
06/19/2021,24,PA,23207,14215920,31657,9466,8192538,12199,Admin,23207,31658,14843,6478064,20848
06/19/2021,24,ME,2094,1617991,3295,677,886683,1027,Admin,2094,3296,1531,821977,2482
06/19/2021,24,OH,15389,10619890,21560,5213,5672302,6660,Admin,15389,21560,10827,5258279,15843
06/19/2021,24,VA,29131,9001714,38223,10349,4941130,12305,Report,29131,38223,19342,4271383,26437
06/19/2021,24,KS,2599,2571107,4499,1104,1421024,1802,Admin,2599,4500,1599,1210781,2930
06/19/2021,24,SD,523,816064,1293,263,442861,617,Admin,523,1293,318,396954,764
06/19/2021,24,AK,1376,638888,1337,648,352877,596,Report,1376,1337,849,304545,857
06/19/2021,24,AL,20943,3275273,24302,10162,1853740,14594,Report,20943,24302,11898,1558881,10539
06/19/2021,24,SC,12381,4017725,14077,5199,2216888,5605,Report,12381,14077,7597,1892177,8906
06/19/2021,24,UT,88,2759029,12237,34,1533046,4793,Report,88,12237,148,1150451,7823
06/19/2021,24,MH,456,31876,139,356,17396,78,Report,456,139,289,15000,89
06/19/2021,24,TN,6893,5479591,10985,2663,2945262,3945,Admin,6893,10985,4422,2588546,7342
06/19/2021,24,NV,5391,2743397,6992,2213,1529121,2796,Admin,5391,6993,3608,1287462,4808
06/19/2021,24,MS,2371,2029011,4019,1230,1084844,1696,Admin,2371,4020,1219,972236,2449
06/19/2021,24,MD,14217,6858564,18564,5146,3705341,6165,Admin,14217,18565,9585,3344930,12936
06/19/2021,24,US,1069021,317117797,1286438,446892,176737141,477919,Report,1069021,1286438,666161,149125164,858012
06/19/2021,24,DC,1293,880573,1600,740,483449,723,Admin,1293,1600,646,413618,929
06/19/2021,24,OK,9078,3186370,23386,4242,1770574,9615,Report,9078,23386,5029,1470017,14104
06/19/2021,24,OR,9898,4553158,12278,3202,2457516,3935,Admin,9898,12279,7422,2238593,9041
06/19/2021,24,SC,7043,4155072,9240,3231,2276229,3827,Admin,7043,9241,4216,1975764,5956
06/19/2021,24,VI,11,77239,181,9,42540,90,Admin,11,181,7,35407,100
06/19/2021,24,ID,3375,1298562,4210,1394,694443,1428,Report,3375,4210,2254,627788,3183
06/19/2021,24,CT,13118,4301684,15240,5164,2349798,4911,Report,13118,15240,8444,2092108,10851
06/19/2021,24,KS,5895,2433540,6210,2475,1356024,2307,Report,5895,6210,3657,1188800,4432
06/19/2021,24,IN,16623,5460841,23196,6914,2961408,7481,Report,16623,23196,10020,2614390,16220
06/19/2021,24,NJ,23788,9784928,27666,9183,5375745,9894,Admin,23788,27666,15580,4739252,18846
06/19/2021,24,CT,7676,4393603,9603,2886,2380277,3340,Admin,7676,9603,5196,2152275,6725
06/19/2021,24,RP,0,24408,5,0,13734,5,Report,0,5,0,12523,5
06/19/2021,24,GU,992,188433,712,334,100974,263,Admin,992,712,694,89134,481
06/19/2021,24,MS,264,1861457,5464,95,1054137,2293,Report,264,5464,294,858919,3382
06/19/2021,24,IL,51546,12548114,58075,23944,7290865,23010,Report,51546,58075,28936,5589874,37665
06/19/2021,24,IA,10453,2982657,8149,3804,1603764,2599,Report,10453,8149,7052,1477447,5975
06/19/2021,24,LA,3900,3396424,6725,1658,1833499,2896,Admin,3900,6726,2384,1667232,4271
06/19/2021,24,PR,5524,3905175,10900,2356,2139480,4149,Admin,5524,10901,3282,1845850,7039
06/19/2021,24,MN,5150,5869999,11578,1912,3196376,3614,Admin,5150,11578,3431,2901197,8454
06/19/2021,24,IA,3067,3025739,5527,1095,1618075,1891,Admin,3067,5527,2124,1509992,3966
06/19/2021,24,NE,1828,1861909,3495,669,989213,1194,Admin,1828,3496,1218,911656,2379
06/19/2021,24,DC,6987,841249,4171,3844,470022,1842,Report,6987,4171,2758,356422,2288
06/19/2021,24,NY,84465,21151658,89711,33742,11463716,32261,Report,84465,89711,52750,10081134,60669
06/19/2021,24,WI,20435,5763920,18854,8100,3102774,5723,Report,20435,18854,13198,2777143,12791
06/19/2021,24,CA,156268,41346145,158526,73999,23659186,63304,Report,156268,158526,89788,18930342,102090
06/19/2021,24,TN,16070,5140035,22187,7322,2844864,7823,Report,16070,22187,8665,2345119,14418
06/19/2021,24,LA,10244,3265742,12007,4628,1776646,4399,Report,10244,12007,6136,1563653,8213
06/19/2021,24,TX,71956,24909954,111804,30020,14029611,45873,Report,71956,111804,44235,11438446,68877
06/19/2021,24,WY,1022,413046,915,518,228672,412,Report,1022,915,600,194232,578
06/19/2021,24,MT,2068,919169,2455,907,503642,946,Report,2068,2455,1292,443323,1638
